system:index,AGENCY,ALARM_DATE,CAUSE,COMMENTS,COMPLEX_ID,COMPLEX_NA,CONT_DATE,C_METHOD,DECADES,FIRE_NAME,FIRE_NUM,GIS_ACRES,GlobalID,INC_NUM,IRWINID,OBJECTID,OBJECTIVE,STATE,UNIT_ID,YEAR_,aspect_mean,mean,.geo
0000000000000000010e,,,14,"Digitized from Weeks, D. et al. Utilization of El Dorado Co. Land. May 1934, #572. UC Berkeley.",,,,4,,,,9790.163,60c7f33f-de54-4307-988c-8f0ae86dbe17,,,20062,,CA,,1931,117.50416335568417,117.50416335568417,"{""type"":""MultiPolygon"",""coordinates"":[[[[-121.0850162863355,38.816626308968594],[-121.08454807202136,38.81639886882287],[-121.0844945517032,38.81644794852086],[-121.08442319124188,38.81663072268785],[-121.08434745815683,38.816813555176175],[-121.08326830022716,38.819471175056165],[-121.0831880188847,38.81967181983305],[-121.08306768422284,38.81997062821889],[-121.08291158130223,38.82103633913732],[-121.08286698043047,38.82131725302284],[-121.08282683963171,38.821593744839824],[-121.08271096470158,38.822378510526356],[-121.08306768422284,38.82306076215402],[-121.08328614051817,38.82321680206484],[-121.08453469194404,38.82410866238996],[-121.08487802600442,38.82435389006077],[-121.08552017874268,38.824813213431135],[-121.08540867895643,38.82279764788573],[-121.08669734781029,38.81831628254523],[-121.0850162863355,38.816626308968594]]],[[[-121.08368745891295,38.83483278350639],[-121.08366069856491,38.834828307089595],[-121.0830320035732,38.834752503375164],[-121.08256824161496,38.83484614035298],[-121.08248795980417,38.83485951892582],[-121.08227842227586,38.83489520464829],[-121.08194400102201,38.835185024247444],[-121.0815292963841,38.83574243460343],[-121.0810164669042,38.83632215772461],[-121.08066866162554,38.83682597209085],[-121.08041005895842,38.83700884312877],[-121.08003995095932,38.83726298679645],[-121.07922390776388,38.837664322293904],[-121.07850152431239,38.83811026300811],[-121.07844354104543,38.83814590511607],[-121.07814925148354,38.83830199051997],[-121.07785496120027,38.83846248304401],[-121.07755620991038,38.83862305958393],[-121.07744470272495,38.838681034612186],[-121.07734220347965,38.83872559082863],[-121.07724407698704,38.83877016024136],[-121.07711918860777,38.8388325802035],[-121.07699438755554,38.838890566455866],[-121.07657966581827,38.839086799356195],[-121.07604460094619,38.83945683565631],[-121.07583050436355,38.83959956620839],[-121.07550498587048,38.839933995683225],[-121.07534896057334,38.840094530571285],[-121.07520622873386,38.84033533331801],[-121.07493423315346,38.840785730509545],[-121.07434117570223,38.84147240989979],[-121.07404687608636,38.84174438666664],[-121.0739577551986,38.84182467054143],[-121.07392207184128,38.84194948667282],[-121.07384624467184,38.8422437859035],[-121.07369012976044,38.84246229267262],[-121.0735876273105,38.842609451080264],[-121.07269133936329,38.84294836422992],[-121.07110838825574,38.84323374014584],[-121.07047516698825,38.84330508875092],[-121.0703814954373,38.84331849719549],[-121.07028791127522,38.843327399816914],[-121.07002036512374,38.843363009661104],[-121.06939605929954,38.84343887936848],[-121.0688832654686,38.843666255468385],[-121.06829017814697,38.84384016058716],[-121.06801816690839,38.843907065679694],[-121.06792904154874,38.843911474084514],[-121.06707731814411,38.84396949840666],[-121.06689897849907,38.84398729923529],[-121.06633264560125,38.84408539400174],[-121.06627465646051,38.844098774460264],[-121.06545423394546,38.84438414692957],[-121.06492804103567,38.844531334827685],[-121.0642725707823,38.84465615314951],[-121.0640005504526,38.84470520042227],[-121.06318448577117,38.84487914651729],[-121.06236850301917,38.84505754101471],[-121.06194935740575,38.84524923043534],[-121.06186906181476,38.84528044409567],[-121.06163272306475,38.84533401511094],[-121.0615971235163,38.845347308031506],[-121.06140530562037,38.845472250597965],[-121.06092825239956,38.845619336244624],[-121.06091486969116,38.8456237796821],[-121.06071421635535,38.84574416678376],[-121.06070083362314,38.84574868245848],[-121.06050017993029,38.84587354931241],[-121.06030398682849,38.84599833171915],[-121.06021030735226,38.8460563159746],[-121.06012108873564,38.84611436058079],[-121.06000965284112,38.84617229401282],[-121.05989812937398,38.84623473318868],[-121.05939430442193,38.846515636890395],[-121.05920703144957,38.846653834143105],[-121.05909104626772,38.84674302045466],[-121.05897068746908,38.84683219269803],[-121.05894838259128,38.84685009981801],[-121.05845784917439,38.84711314171657],[-121.0584222486863,38.847135466176056],[-121.05800755033273,38.847853322485605],[-121.05786033688432,38.84853561660806],[-121.05780243112919,38.848843275103214],[-121.05778904807303,38.84891014916247],[-121.05778012603477,38.8489770836212],[-121.05770428868296,38.849382866846504],[-121.05758838952346,38.85008288669643],[-121.05755270130696,38.85055113163297],[-121.05753931822306,38.85072053576164],[-121.05759285054978,38.85127351196966],[-121.05800308932177,38.85204487639498],[-121.05844892718574,38.85272713972056],[-121.05876556990759,38.853177537726715],[-121.05885916303873,38.85331134088628],[-121.0589573045429,38.853449513191705],[-121.05898853136834,38.85349415353287],[-121.05909996820876,38.85374827957948],[-121.05917134371323,38.85391325552498],[-121.05933631193528,38.85434136082485],[-121.05936753866231,38.854417140452775],[-121.05954588947752,38.85486305080826],[-121.05961280376616,38.85508605183927],[-121.0598313027135,38.85582178493109],[-121.0598714511959,38.85594218808047],[-121.05990259031464,38.85604472308297],[-121.0599338168947,38.85614282494008],[-121.06021476828134,38.856998954571644],[-121.06032174306085,38.85727994947631],[-121.06046895349724,38.85767228484839],[-121.06059377171185,38.85781501843275],[-121.06072759908608,38.85807358492509],[-121.0608033470633,38.858229672292964],[-121.06099507845056,38.85873807384667],[-121.06120019221035,38.859090310975326],[-121.06129387091563,38.85916612756386],[-121.06156589736801,38.85937570926667],[-121.06175762753972,38.859616503271],[-121.06182007972853,38.85991968484279],[-121.06173978405124,38.86006237205802],[-121.06169517531845,38.860254158542645],[-121.06145437534377,38.8605261460033],[-121.06118234863916,38.86095867149396],[-121.06068298997788,38.861409037677724],[-121.06026829941756,38.86166319799021],[-121.05956373329147,38.8621269113512],[-121.05906874141223,38.8626264078208],[-121.05876556990759,38.86312132829912],[-121.05868527219125,38.86332642766845],[-121.05857383496671,38.86353599345741],[-121.05828395774685,38.86370992849635],[-121.05777120399586,38.86396851303242],[-121.0570353959213,38.86435203437978],[-121.05647802618219,38.86457497598109],[-121.0558537375194,38.86468648401074],[-121.05511800519304,38.86484702955816],[-121.05455616543478,38.86502532877244],[-121.05444472438633,38.865150223477436],[-121.05425298256074,38.865422203794125],[-121.05411022567468,38.86572990765019],[-121.05399432305379,38.86620698993286],[-121.05375796883507,38.86670202353451],[-121.0535305365062,38.86729506014596],[-121.05338786623751,38.86774540543566],[-121.05327642410741,38.86835184456697],[-121.05338786623751,38.86886467893966],[-121.053517152975,38.86937745972652],[-121.0535305365062,38.86985455298892],[-121.05377135233951,38.87023807620397],[-121.05403001232555,38.87062595276079],[-121.05444472438633,38.87104065377988],[-121.05490841993837,38.8713929716389],[-121.05521168863417,38.87180765336087],[-121.05540342893246,38.872338285545894],[-121.05564415354598,38.8728956718596],[-121.055804752984,38.873470920231526],[-121.05594742038784,38.87385438991927],[-121.05604547679478,38.87431815794363],[-121.05609008762251,38.874670377021744],[-121.05613915951393,38.875183222158526],[-121.05629967081934,38.87580744311448],[-121.05654048111194,38.87635147340348],[-121.05679913514659,38.876895446591035],[-121.05694180137148,38.877310163912824],[-121.05719599350262,38.877493001594885],[-121.05765967845362,38.877778362954594],[-121.05812344908843,38.878068243469606],[-121.05892607770933,38.87856319102384],[-121.05988483402042,38.87916514482729],[-121.06075873798318,38.880039193101894],[-121.06119573131784,38.88062327359627],[-121.0616594883203,38.88103797898228],[-121.0619984269072,38.881506168737026],[-121.06196720086314,38.88214382160649],[-121.06170855794001,38.88265666022801],[-121.06132509713451,38.88304012778881],[-121.06109321821214,38.88316051654519],[-121.06099061755042,38.88321404054145],[-121.06089256517384,38.88326304814024],[-121.06055362347054,38.88345040545222],[-121.06042880521427,38.88352173395051],[-121.06021476828134,38.88362430326363],[-121.05969301339384,38.88387398260964],[-121.05950127993108,38.88393640432869],[-121.05913119499716,38.884065757963526],[-121.05872096007178,38.884261957149356],[-121.05860506189167,38.88431989743085],[-121.05782018773077,38.88454285928835],[-121.05740111374003,38.88464986289651],[-121.05718261037903,38.88470333042213],[-121.05713799995632,38.884721224664716],[-121.05704877906128,38.88475246326374],[-121.05696410662128,38.88477918562416],[-121.05692395716866,38.88479699475464],[-121.05397647841397,38.88587165353246],[-121.05239791711018,38.886602970130866],[-121.05100670860772,38.88689724002439],[-121.05008812079247,38.887222740467244],[-121.05003021129818,38.88724057177239],[-121.04972246823144,38.88736100790228],[-121.04938804387639,38.887534935670224],[-121.04855420960638,38.887918396190514],[-121.04854082552201,38.887927316751984],[-121.05090864809611,38.89003199346485],[-121.05523390673184,38.88955934301491],[-121.06023707292434,38.88810118163948],[-121.06343420390112,38.886874976736806],[-121.06421904142842,38.88399884135404],[-121.06208755666341,38.88079275154496],[-121.05884131912029,38.87820649360704],[-121.05918472661561,38.8728689317536],[-121.06041096152867,38.86958705282411],[-121.05908212432604,38.865903791241635],[-121.06048679717426,38.86249261471128],[-121.06332277107639,38.85987957771137],[-121.06312658257909,38.85574149546292],[-121.06014785432757,38.852504213634646],[-121.0620430355275,38.84861136554965],[-121.07261997188566,38.843982845010814],[-121.07849260381161,38.840585064765094],[-121.08400849517196,38.83528316235289],[-121.08448117161994,38.83495768227022],[-121.08368745891295,38.83483278350639]]]]}"
0000000000000000010f,,,14,"Digitized from Weeks, D. et al. Utilization of El Dorado Co. Land. May 1934, #572. UC Berkeley.",,,,4,,,,6692.823,7d9b4517-ea15-4de3-acda-35e948e96963,,,20068,,CA,,1931,32.01473916361584,32.01473916361584,"{""type"":""MultiPolygon"",""coordinates"":[[[[-121.11844620470657,38.75540725710658],[-121.11770150149168,38.75645068880853],[-121.1174919381282,38.757797352211554],[-121.1182410139926,38.76146718890919],[-121.11841053459499,38.762287631516095],[-121.11880290523726,38.75954976425932],[-121.11844620470657,38.75540725710658]]],[[[-121.09945036497413,38.79998048829574],[-121.09809931248407,38.80333372682332],[-121.09794322913254,38.80521542654986],[-121.09778268604451,38.80718636024525],[-121.09973577078645,38.80821192622187],[-121.1008505432847,38.80340949532823],[-121.09945036497413,38.79998048829574]]],[[[-121.11415207627131,38.775076394204355],[-121.1135723273926,38.772614941393975],[-121.11168171976004,38.77380109730494],[-121.11163267057947,38.77386349357972],[-121.11148998193978,38.77404184772507],[-121.1113428341019,38.774220213764316],[-121.11121798124901,38.77437183484546],[-121.11109758730319,38.77452344341253],[-121.11090138950225,38.774764204108365],[-121.1107096504314,38.77500502420939],[-121.11061155125307,38.77512540398013],[-121.11051791105325,38.77524136031246],[-121.11043764796653,38.77533941872782],[-121.11036184389074,38.77543312608206],[-121.10990255934564,38.776003840784185],[-121.10890817997002,38.77780537100443],[-121.10843551243666,38.77865702982678],[-121.10794500641876,38.77963801739157],[-121.10770421181971,38.780128567267674],[-121.10301325453209,38.785555223002106],[-121.10244691720764,38.7866477652214],[-121.10187611782402,38.787740234235144],[-121.10175571448156,38.78797655886298],[-121.101211755679,38.789978677684715],[-121.10125189032225,38.79054055779726],[-121.10131878136443,38.79142343997994],[-121.10186719906204,38.7928682038513],[-121.10219273344315,38.794442275086105],[-121.10224178649233,38.79494610740822],[-121.10258961662842,38.794736568195994],[-121.10815458650876,38.79188269111626],[-121.1115969984355,38.78591642631297],[-121.11478078282005,38.780797380123424],[-121.11415207627131,38.775076394204355]]]]}"
00000000000000000112,,,14,"Digitized from Weeks, D. et al. Utilization of El Dorado Co. Land. May 1934, #572. UC Berkeley.",,,,4,,,,1272.387,678b2f57-e8d9-4e8f-bbfd-e696953f92d8,,,20102,,CA,,1931,149.8833936004191,149.8833936004191,"{""type"":""MultiPolygon"",""coordinates"":[[[[-120.98264874105699,38.928897504656526],[-120.98035222827042,38.92881730547653],[-120.97918399921834,38.92902237646963],[-120.97845716548736,38.92911154842283],[-120.9772799026766,38.92925425567022],[-120.9765932337044,38.929490558620486],[-120.9761384282541,38.92983840547908],[-120.97584415176402,38.929927572000736],[-120.97470704039475,38.93036456082657],[-120.97425222787713,38.930685610818415],[-120.97391330566286,38.93090412826428],[-120.97368589813021,38.931055697882734],[-120.97279858452697,38.93194750814912],[-120.97274947879046,38.93198321737231],[-120.9745197236674,38.93171567372985],[-120.98275123323933,38.928910891193325],[-120.98264874105699,38.928897504656526]]],[[[-121.001564213972,38.91791479427158],[-121.00138586495073,38.91788803320279],[-121.00114503209676,38.91785232745196],[-121.0011271796423,38.91784789446612],[-121.00107817289097,38.91784344066873],[-121.00106478354299,38.91783892444191],[-121.00091767564162,38.9178478294373],[-121.00082403756245,38.91785229525676],[-121.0004761758398,38.917910338846234],[-121.00032906722312,38.91793707905891],[-121.0002576569081,38.91795046930347],[-121.00007930596186,38.91800393183885],[-120.99955317789096,38.91816891742822],[-120.99935697319137,38.91829376710989],[-120.99913845223956,38.9184365072246],[-120.99883521766628,38.918628243363926],[-120.99831354740692,38.918949260324524],[-120.9980415533657,38.919515545794766],[-120.99785873592064,38.920055134031614],[-120.9975197921724,38.92061695484674],[-120.99733251068588,38.92081319345275],[-120.99703819811975,38.92112975134925],[-120.99657891856201,38.92140622298217],[-120.99537942756993,38.921598000428936],[-120.99479079223029,38.921807599666636],[-120.9941398418796,38.92224453834866],[-120.99370278075428,38.92242738798666],[-120.99335498609305,38.92252098675043],[-120.99290908282086,38.922512113545],[-120.9926147595068,38.92255224386636],[-120.99196826091553,38.92297580194641],[-120.99117000061965,38.92363136686434],[-120.9911031359071,38.924095082368765],[-120.9915311919564,38.92464801843138],[-120.99183444481577,38.92542835804996],[-120.99191916293924,38.92572711425903],[-120.99200388100351,38.926025868714326],[-120.99211091624173,38.926801773118235],[-120.9919815637506,38.92722980399635],[-120.99169178916404,38.927234304328934],[-120.99127703659447,38.92705592172495],[-120.99105412509961,38.9270603555946],[-120.9907865782528,38.92730115277213],[-120.99058143234764,38.92741264887607],[-120.9903540560624,38.92753305401276],[-120.99016229997983,38.92764004037076],[-120.98963612883291,38.92784520672599],[-120.98939536013611,38.92794325866652],[-120.98892266091444,38.92803690604032],[-120.98844995984928,38.92805033102782],[-120.98725940315529,38.92799678506335],[-120.98666188860022,38.928068139724765],[-120.98662180329394,38.92808597219983],[-120.98607776210626,38.92832228608961],[-120.99054134833759,38.928536296952686],[-120.9943137382084,38.926052582747204],[-120.99681529722572,38.92276176381796],[-120.99772046308861,38.921276936812085],[-121.00136801253176,38.91948434181482],[-121.00158206636199,38.91832049849959],[-121.001564213972,38.91791479427158]]]]}"
000000000000000000a9,BLM,"Sun, 20 Aug 2006 00:00:00 GMT",5,,,,"Sun, 20 Aug 2006 00:00:00 GMT",6,2000-2009,FOREST,00000000,11.92228,abc70c7b-5b4f-4ad7-9e78-8ebb38b70348,0000C4NF,,7315,,CA,BBD,2006,130.61840879965303,130.61840879965303,"{""type"":""Polygon"",""coordinates"":[[[-121.02875131222038,38.91516796887615],[-121.02863092311306,38.91501188926591],[-121.02819398663769,38.91492714374405],[-121.02789519957095,38.91484242812455],[-121.02752956718784,38.91484689305649],[-121.0273779418522,38.91486027952494],[-121.02726201352425,38.91489595036878],[-121.02693645118671,38.91501187984091],[-121.02671351791057,38.91517243695333],[-121.02657527807413,38.91522145321238],[-121.02622302825631,38.915274974106524],[-121.02585292860728,38.91543547283118],[-121.02557198459373,38.91556037427499],[-121.02538920876957,38.915685224287905],[-121.0252197318486,38.915952732832515],[-121.02508595253133,38.916215811281425],[-121.02498787093639,38.91657258028267],[-121.02501910656449,38.91680440289016],[-121.02504579245881,38.91698731084625],[-121.02506364138158,38.917170072475336],[-121.02509487699007,38.91739301218683],[-121.02514842372867,38.917673938302876],[-121.02516627263626,38.91787907953726],[-121.02529112742097,38.91809759811444],[-121.02547390339362,38.91826703152829],[-121.0255541357461,38.918302719582066],[-121.02573253660927,38.91832947423603],[-121.02591977411248,38.91832504003924],[-121.02609817443535,38.91831165170936],[-121.02630772229546,38.91821799073658],[-121.02643257589972,38.918102083395006],[-121.02654859251787,38.91796379323891],[-121.02657974024855,38.91782561751138],[-121.02657527807413,38.91764275087618],[-121.02652181946203,38.91749558696256],[-121.02643257589972,38.9173038551586],[-121.02629879792636,38.9171299802487],[-121.02621410388099,38.917014018231754],[-121.02612494758515,38.916840091675695],[-121.02614725853876,38.91669295955293],[-121.02617840637296,38.9165279950168],[-121.02625426356485,38.91631393048533],[-121.02657527807413,38.91607761031527],[-121.02698107278987,38.91585910674508],[-121.02763210885331,38.91556034195007],[-121.02825190662183,38.915350754940945],[-121.02876469850179,38.91525717143303],[-121.02875131222038,38.91516796887615]]]}"
000000000000000000e3,CDF,"Mon, 21 Sep 1964 00:00:00 GMT",14,,,,,8,1960-1969,PLACER ROADSIDE #51,00000370,1716.726,5eb3f06d-0fcd-4138-89a0-0f5f7e64af8b,00000000,,15635,1,CA,AEU,1964,140.49685497876385,140.49685497876385,"{""type"":""MultiPolygon"",""coordinates"":[[[[-120.99955317789096,38.91816891742822],[-120.99935697319137,38.91829376710989],[-120.99913845223956,38.9184365072246],[-120.9991161363012,38.91844984870478],[-120.99926779708764,38.91841859625494],[-120.99944614922939,38.91838297095747],[-120.99980285272463,38.91816895876698],[-121.0000748428092,38.91800841988484],[-120.99955317789096,38.91816891742822]]],[[[-121.034236063568,38.91299639082229],[-121.03411121803732,38.912889353866014],[-121.03379459799373,38.91282246587897],[-121.03345120560056,38.912871533189936],[-121.03301874851572,38.9130364624156],[-121.03276004342506,38.91312567678029],[-121.03323274628775,38.913121256560906],[-121.03386590100503,38.913116796437635],[-121.03426283491231,38.91301862551786],[-121.034236063568,38.91299639082229]]],[[[-121.04194579015318,38.912568307091604],[-121.04158466198005,38.912104539458426],[-121.04156235388153,38.91218033883136],[-121.04162919068197,38.91297852532441],[-121.0415311225367,38.913665224120614],[-121.04148204469273,38.91420033486876],[-121.04116544400335,38.91473544326111],[-121.04141966943617,38.914583773459256],[-121.04178079810367,38.91386143032366],[-121.04195471336467,38.91299640686763],[-121.04194579015318,38.912568307091604]]],[[[-121.02645934897534,38.91480232587099],[-121.02538474655117,38.915043074707455],[-121.02501464433237,38.915315122903564],[-121.02404257376404,38.91647892060711],[-121.02351191267653,38.917236995831885],[-121.0227359970983,38.91751792887499],[-121.02216971907309,38.917687343733526],[-121.02185315520052,38.91778097219671],[-121.02211170867427,38.917763166757936],[-121.0233959806364,38.91746435537586],[-121.02388648177526,38.91723251724823],[-121.02397563972407,38.917187897159714],[-121.02443936499076,38.91644769236784],[-121.02478724526698,38.915747600720614],[-121.02486301583806,38.91559153697611],[-121.02537582211383,38.91530620266456],[-121.02539813320588,38.91529726112465],[-121.02686960624447,38.914708646527835],[-121.02714608508494,38.914606136818605],[-121.02645934897534,38.91480232587099]]],[[[-121.00714698303105,38.91786122391547],[-121.00683930561968,38.91812432982588],[-121.00663418691069,38.91841861064346],[-121.00648262286305,38.91873073437614],[-121.00642906785393,38.919016159672296],[-121.00648262286305,38.919470997115766],[-121.00642460493543,38.919689495860574],[-121.00591626869056,38.91996597997785],[-121.00545702281677,38.92015323546038],[-121.0052608276876,38.92018891757667],[-121.00546148577095,38.92034493085278],[-121.00574238902684,38.920340540612806],[-121.00610799982668,38.920193353825454],[-121.00648708577941,38.91976529786407],[-121.00664757564249,38.919185630734695],[-121.00682145400523,38.91846324428265],[-121.00695079064242,38.91836069631421],[-121.00702210950023,38.91812435065854],[-121.00725846777023,38.91784342019934],[-121.00714698303105,38.91786122391547]]]]}"
000000000000000000eb,CDF,"Mon, 17 Jul 1961 00:00:00 GMT",14,,,,,8,1960-1969,AUBURN,00000085,418.601,dcaa38e0-d6cf-490f-9b73-730c717a3134,00000000,,16021,1,CA,AEU,1961,226.14954538522963,226.14954538522963,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-121.0573252663385,38.87757327288069],[-121.05733418454061,38.87757773198173]]},{""type"":""Polygon"",""coordinates"":[[[-121.05687042454434,38.87671267794934],[-121.05629967081934,38.87567367364795],[-121.05617930922837,38.8753436777042],[-121.05629967081934,38.87580744311448],[-121.05654048111194,38.87635147340348],[-121.05679913514659,38.876895446591035],[-121.05694180137148,38.877310163912824],[-121.05719599350262,38.877493001594885],[-121.05732527614927,38.877573267196254],[-121.05687042454434,38.87671267794934]]]},{""type"":""Polygon"",""coordinates"":[[[-121.05950127993108,38.88393640432869],[-121.05913119499716,38.884065757963526],[-121.05872096007178,38.884261957149356],[-121.05860506189167,38.88431989743085],[-121.05782018773077,38.88454285928835],[-121.05740111374003,38.88464986289651],[-121.05718261037903,38.88470333042213],[-121.05713799995632,38.884721224664716],[-121.05704877906128,38.88475246326374],[-121.05696410662128,38.88477918562416],[-121.05692395716866,38.88479699475464],[-121.05397647841397,38.88587165353246],[-121.05295084454607,38.886348781302225],[-121.05300884011005,38.88644690783385],[-121.05400324537275,38.88592068684825],[-121.05510462183837,38.88547477504102],[-121.05547918026174,38.885376692192196],[-121.0558537375194,38.88527413050747],[-121.05610793194899,38.88522511293882],[-121.05731189304007,38.88496203530954],[-121.05789602500957,38.88472123930848],[-121.05952804566093,38.88396759780154],[-121.05963956947122,38.883891805656084],[-121.05950127993108,38.88393640432869]]]}]}"
000000000000000000f4,CDF,"Sat, 03 Sep 1955 00:00:00 GMT",14,,,,,8,1950-1959,BROWN BAR CANYON,00000075,662.7383,fa58355d-4cc8-4c60-9532-b14d16682f07,00000000,,16958,1,CA,AEU,1955,193.62705062738584,193.62705062738584,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-120.97406493146853,38.93081048035778],[-120.97407384967069,38.93080156215567]]},{""type"":""LineString"",""coordinates"":[[-120.96941408906979,38.93283937133709],[-120.96939179356454,38.93283045313499]]},{""type"":""Polygon"",""coordinates"":[[[-120.96941409365785,38.932839362527424],[-120.96986446003245,38.93300878641807],[-120.96990017414579,38.9330087793298],[-120.96941409365785,38.932839362527424]]]},{""type"":""Polygon"",""coordinates"":[[[-120.97129135323662,38.93286167446917],[-120.97122001335127,38.93290181195043],[-120.97126465549304,38.93289730746532],[-120.97154555047517,38.93277251040482],[-120.97129135323662,38.93286167446917]]]},{""type"":""Polygon"",""coordinates"":[[[-120.97391330566286,38.93090412826428],[-120.97368589813021,38.931055697882734],[-120.97279858452697,38.93194750814912],[-120.97196912382381,38.93258520028356],[-120.97240617574265,38.932393428228124],[-120.97366357750646,38.93129208898364],[-120.97406491044796,38.930810471028465],[-120.97391330566286,38.93090412826428]]]},{""type"":""Polygon"",""coordinates"":[[[-120.96600736152293,38.93258520227295],[-120.96516008423208,38.932839356590044],[-120.9646562144935,38.93306231922983],[-120.96456701287497,38.933102491783345],[-120.96424600906008,38.93337890566918],[-120.96464282112414,38.93315152934636],[-120.96527607201888,38.932848301548816],[-120.96603406042202,38.93264315539989],[-120.96629719745468,38.93256286572837],[-120.96600736152293,38.93258520227295]]]}]}"
